"","cmplnt_fr_dt","ofns_desc","prem_typ_desc","year","latitude","longitude","month","day","fips","city"
"7934",2010-09-07,"burglary","parking lot/area",2010,35.9116625,-79.00772054,9,7,37063002018,"chapel hill"
"7935",2011-05-15,"theft(including auto)","home of victim - single family",2011,35.96108567,-79.02207973,5,15,37135011201,"chapel hill"
"7936",2010-08-13,"burglary","parking lot/area",2010,35.91233826,-79.06103516,8,13,37135011300,"chapel hill"
"7937",2011-11-11,"theft(including auto)","other retail establishment",2011,35.91131401,-79.01628837,11,11,37135012100,"chapel hill"
"7938",2011-04-25,"burglary","parking lot/area",2011,35.94767161,-79.00948924,4,25,37135011201,"chapel hill"
"7939",2011-09-14,"burglary","home of victim - single family",2011,35.95785977,-79.0585345,9,14,37135011201,"chapel hill"
"7940",2013-05-10,"burglary","home of victim - single family",2013,35.93297981,-79.00310756,5,10,37063002018,"chapel hill"
"7941",2017-03-10,"burglary","home of victim - single family",2017,35.94890976,-79.0176257,3,10,37135011201,"chapel hill"
"7942",2012-10-24,"theft(including auto)","grocery/supermarket",2012,35.93693797,-79.02209265,10,24,37135012100,"chapel hill"
"7943",2010-10-13,"burglary","parking lot/area",2010,35.95168627,-79.00808763,10,13,37135011201,"chapel hill"
"7944",2013-01-20,"theft(including auto)","home of victim - single family",2013,35.92568303,-79.06883321,1,20,37135011800,"chapel hill"
"7945",2013-09-20,"theft(including auto)","government/public building",2013,35.9489451,-79.00629118,9,20,37135011201,"chapel hill"
"7946",2016-11-04,"burglary","home of victim - single family",2016,35.96013172,-79.02079688,11,4,37135011201,"chapel hill"
"7947",2016-10-24,"burglary","other non-residential building",2016,35.91876701,-79.00786428,10,24,37135012100,"chapel hill"
"7948",2016-10-21,"theft(including auto)","home of victim - single family",2016,35.95402353,-79.10080481,10,21,37135011202,"chapel hill"
"7949",2012-08-20,"theft(including auto)","highway/road/street  etc.",2012,35.91952945,-79.05585649,8,20,37135011400,"chapel hill"
"7950",2010-07-19,"burglary","parking lot/area",2010,35.94995499,-79.00098419,7,19,37063002018,"chapel hill"
"7951",2016-08-22,"burglary","home of victim - single family",2016,35.93776481,-79.00865115,8,22,37135012100,"chapel hill"
"7952",2013-10-10,"theft(including auto)","parking lot/area",2013,35.94534305,-79.02547345,10,10,37135011900,"chapel hill"
"7953",2014-10-20,"burglary","parking lot/area",2014,35.94365035,-79.01679345,10,20,37135011201,"chapel hill"
"7954",2011-12-18,"theft(including auto)","restaurant",2011,35.92990771,-79.0336719,12,18,37135012100,"chapel hill"
"7955",2011-11-23,"burglary","home of victim - other dwelling",2011,35.91633191,-79.06247281,11,23,37135011300,"chapel hill"
"7956",2015-09-26,"burglary","other residence - other dwelling",2015,35.94727364,-79.04535498,9,26,37135011900,"chapel hill"
"7957",2015-03-10,"burglary","home of victim - single family",2015,35.93659965,-79.03788332,3,10,37135011900,"chapel hill"
"7958",2011-11-24,"burglary","home of victim - other dwelling",2011,35.92361007,-79.05761222,11,24,37135011300,"chapel hill"
"7959",2016-11-04,"theft(including auto)","other residence - other dwelling",2016,35.93011119,-79.03075365,11,4,37135012100,"chapel hill"
"7960",2016-07-24,"burglary","home of victim - other dwelling",2016,35.92060122,-79.05808657,7,24,37135011300,"chapel hill"
"7961",2016-08-08,"burglary","home of victim - other dwelling",2016,35.95618489,-79.01482051,8,8,37135011201,"chapel hill"
"7962",2016-07-26,"criminal homicide","highway/road/street  etc.",2016,35.94008476,-79.01491846,7,26,37135012100,"chapel hill"
"7963",2015-06-18,"theft(including auto)","home of victim - other dwelling",2015,35.93061611,-79.02023236,6,18,37135012100,"chapel hill"
"7964",2015-06-21,"burglary","parking lot/area",2015,35.92011585,-79.05810675,6,21,37135011300,"chapel hill"
"7965",2014-12-26,"theft(including auto)","home of victim - other dwelling",2014,35.9245563,-79.0666124,12,26,37135011800,"chapel hill"
"7966",2014-03-23,"theft(including auto)","home of victim - single family",2014,35.90839181,-79.05978052,3,23,37135011700,"chapel hill"
"7967",2014-08-17,"burglary","home of victim - single family",2014,35.8844516,-79.073184,8,17,37135012200,"chapel hill"
"7968",2014-11-04,"theft(including auto)","highway/road/street  etc.",2014,35.93013545,-79.01822714,11,4,37135012100,"chapel hill"
"7969",2013-07-28,"theft(including auto)","home of victim - other dwelling",2013,35.94800799,-79.0617168,7,28,37135011800,"chapel hill"
"7970",2014-06-15,"theft(including auto)","construction site",2014,35.92079513,-79.05566439,6,15,37135011400,"chapel hill"
"7971",2014-12-22,"burglary","home of victim - other dwelling",2014,35.91534031,-79.05962654,12,22,37135011300,"chapel hill"
"7972",2013-01-01,"aggravated assault","parking lot/area",2013,35.91232371,-79.0573252,1,1,37135011700,"chapel hill"
"7973",2012-12-10,"theft(including auto)","behind building/alley",2012,35.93474596,-79.02809665,12,10,37135012100,"chapel hill"
"7974",2012-12-06,"theft(including auto)","grocery/supermarket",2012,35.96218656,-79.05479277,12,6,37135011900,"chapel hill"
"7975",2012-04-16,"theft(including auto)","behind building/alley",2012,35.92818335,-79.03369027,4,16,37135011500,"chapel hill"
"7976",2012-04-03,"burglary","parking lot/area",2012,35.94657501,-79.05956755,4,3,37135011800,"chapel hill"
"7977",2010-09-24,"theft(including auto)","restaurant",2010,35.91398857,-79.05427873,9,24,37135011400,"chapel hill"
"7978",2015-07-17,"theft(including auto)","home of victim - single family",2015,35.91305281,-79.02585555,7,17,37135012100,"chapel hill"
"7979",2012-04-14,"theft(including auto)","home of victim - single family",2012,35.95066333,-79.0376495,4,14,37135011900,"chapel hill"
"7980",2012-04-14,"burglary","home of victim - other dwelling",2012,35.91787603,-79.06070084,4,14,37135011300,"chapel hill"
"7981",2012-07-06,"burglary","other non-residential building",2012,35.92248407,-79.06569136,7,6,37135011800,"chapel hill"
"7982",2012-06-18,"burglary","home of victim - single family",2012,35.90256651,-79.06576063,6,18,37135011700,"chapel hill"
"7983",2012-09-09,"robbery","behind building/alley",2012,35.9245563,-79.0666124,9,9,37135011800,"chapel hill"
"7984",2014-12-30,"burglary","home of victim - other dwelling",2014,35.92069515,-79.05869337,12,30,37135011300,"chapel hill"
"7985",2013-10-13,"burglary","home of victim - other dwelling",2013,35.91358021,-79.06107651,10,13,37135011300,"chapel hill"
"7986",2012-12-19,"burglary","parking lot/area",2012,35.9560218,-79.02090886,12,19,37135011201,"chapel hill"
"7987",2015-05-05,"burglary","parking lot/area",2015,35.94218061,-79.02068574,5,5,37135011900,"chapel hill"
"7988",2015-05-02,"theft(including auto)","home of victim - other dwelling",2015,35.94096132,-79.014343,5,2,37135012100,"chapel hill"
"7989",2012-01-28,"burglary","home of victim - single family",2012,35.94021678,-79.01415649,1,28,37135012100,"chapel hill"
"7990",2016-06-08,"burglary","other residence - other dwelling",2016,35.93927536,-79.01219457,6,8,37135012100,"chapel hill"
"7991",2010-05-27,"burglary","home of victim - single family",2010,35.91553023,-79.05559485,5,27,37135011400,"chapel hill"
"7992",2011-09-20,"theft(including auto)","convenience store",2011,35.91214663,-79.06052437,9,20,37135011700,"chapel hill"
"7993",2014-02-16,"theft(including auto)","home of victim - other dwelling",2014,35.92570528,-79.04198605,2,16,37135011400,"chapel hill"
"7994",2010-10-15,"burglary","other retail establishment",2010,35.9332199,-79.0260144,10,15,37135012100,"chapel hill"
"7995",2012-09-05,"theft(including auto)","home of victim - single family",2012,35.89156495,-79.06406935,9,5,37135012200,"chapel hill"
"7996",2015-05-29,"burglary","restaurant",2015,35.91323996,-79.05482839,5,29,37135011600,"chapel hill"
"7997",2013-07-04,"theft(including auto)","restaurant",2013,35.91350214,-79.05553121,7,4,37135011400,"chapel hill"
"7998",2014-04-11,"theft(including auto)","home of victim - other dwelling",2014,35.92459378,-79.03025725,4,11,37135011500,"chapel hill"
"7999",2010-12-19,"burglary","other residence - other dwelling",2010,35.90890873,-79.05793863,12,19,37135011700,"chapel hill"
"8000",2010-12-25,"theft(including auto)","home of victim - other dwelling",2010,35.96095452,-79.0515424,12,25,37135011900,"chapel hill"
"8001",2015-01-03,"burglary","commercial/office building",2015,35.94143174,-79.05647078,1,3,37135011900,"chapel hill"
"8002",2014-12-16,"burglary","other residence - other dwelling",2014,35.9196552,-79.06070844,12,16,37135011300,"chapel hill"
"8003",2016-07-18,"burglary","school/college",2016,35.91435787,-79.00804792,7,18,37135012100,"chapel hill"
"8004",2010-12-31,"theft(including auto)","commercial/office building",2010,35.932999,-79.0228007,12,31,37135012100,"chapel hill"
"8005",2011-04-09,"burglary","parking lot/area",2011,35.91208435,-79.06006619,4,9,37135011700,"chapel hill"
"8006",2015-04-06,"theft(including auto)","grocery/supermarket",2015,35.93693797,-79.02209265,4,6,37135012100,"chapel hill"
"8007",2016-05-26,"burglary","parking lot/area",2016,35.89609682,-79.05828701,5,26,37135011700,"chapel hill"
"8008",2014-11-02,"burglary","home of victim - other dwelling",2014,35.96496054,-79.04721308,11,2,37135011201,"chapel hill"
"8009",2015-01-27,"burglary","home of victim - single family",2015,35.92446743,-79.06394404,1,27,37135011800,"chapel hill"
"8010",2014-12-21,"burglary","home of victim - single family",2014,35.90457452,-79.06328295,12,21,37135011700,"chapel hill"
"8011",2015-03-27,"theft(including auto)","home of victim - other dwelling",2015,35.932999,-79.0228007,3,27,37135012100,"chapel hill"
"8012",2010-12-16,"burglary","other non-residential building",2010,35.94793984,-79.01015597,12,16,37135011201,"chapel hill"
"8013",2014-02-07,"theft(including auto)","other residence - other dwelling",2014,35.91984463,-79.05918861,2,7,37135011300,"chapel hill"
"8014",2013-08-04,"theft(including auto)","other retail establishment",2013,35.912406,-79.05887277,8,4,37135011700,"chapel hill"
"8015",2013-11-19,"burglary","home of victim - single family",2013,35.9586602,-79.05655142,11,19,37135011900,"chapel hill"
"8016",2010-04-08,"burglary","other retail establishment",2010,35.90585115,-79.01084217,4,8,37135012100,"chapel hill"
"8017",2010-10-17,"burglary","home of victim - single family",2010,35.94293168,-78.99823551,10,17,37063002018,"durham"
"8018",2016-11-01,"theft(including auto)","other residence - single family dwelling",2016,35.91735222,-79.05768885,11,1,37135011300,"chapel hill"
"8019",2016-08-13,"burglary","highway/road/street  etc.",2016,35.88324164,-79.06625857,8,13,37135012200,"chapel hill"
"8020",2015-01-20,"burglary","home of victim - single family",2015,35.94537477,-79.05659772,1,20,37135011900,"chapel hill"
"8021",2013-01-10,"theft(including auto)","restaurant",2013,35.9142076,-79.05395116,1,10,37135011400,"chapel hill"
"8022",2015-07-27,"burglary","home of victim - other dwelling",2015,35.90509575,-79.06662612,7,27,37135010702,"chapel hill"
"8023",2010-09-23,"theft(including auto)","school/college",2010,35.89027432,-79.0673142,9,23,37135012200,"chapel hill"
"8024",2016-10-25,"theft(including auto)","home of victim - single family",2016,35.95630737,-79.06582352,10,25,37135011201,"chapel hill"
"8025",2014-08-15,"theft(including auto)","other residence - other dwelling",2014,35.91556042,-79.05055319,8,15,37135011400,"chapel hill"
"8026",2013-11-23,"theft(including auto)","other retail establishment",2013,35.93587628,-79.02684576,11,23,37135012100,"chapel hill"
"8027",2013-11-27,"burglary","home of victim - single family",2013,35.91494479,-79.06304847,11,27,37135011300,"chapel hill"
"8028",2015-07-05,"theft(including auto)","pharmacy",2015,35.93537443,-79.02639606,7,5,37135012100,"chapel hill"
"8029",2013-08-09,"burglary","home of victim - single family",2013,35.92348181,-79.00345125,8,9,37063002018,"chapel hill"
"8030",2014-06-13,"theft(including auto)","parking lot/area",2014,35.93468491,-79.02261023,6,13,37135012100,"chapel hill"
"8031",2014-12-29,"burglary","home of victim - other dwelling",2014,35.92075883,-79.05874728,12,29,37135011300,"chapel hill"
"8032",2013-07-15,"burglary","other retail establishment",2013,35.93537443,-79.02639606,7,15,37135012100,"chapel hill"
"8033",2011-10-16,"theft(including auto)","parking lot/area",2011,35.9119732,-79.05825019,10,16,37135011700,"chapel hill"
"8034",2011-08-03,"burglary","other retail establishment",2011,35.92785452,-79.0297071,8,3,37135012100,"chapel hill"
"8035",2014-08-28,"theft(including auto)","parking lot/area",2014,35.93468491,-79.02261023,8,28,37135012100,"chapel hill"
"8036",2014-08-12,"theft(including auto)","hotel/motel",2014,35.93886381,-79.01974638,8,12,37135012100,"chapel hill"
"8037",2011-01-30,"theft(including auto)","home of victim - single family",2011,35.91859112,-79.03891101,1,30,37135011500,"chapel hill"
"8038",2014-09-18,"theft(including auto)","parking lot/area",2014,35.91913671,-79.06682698,9,18,37135011800,"chapel hill"
"8039",2015-02-28,"burglary","other residence - other dwelling",2015,35.92135887,-79.05446703,2,28,37135011400,"chapel hill"
"8040",2014-09-08,"burglary","home of victim - single family",2014,35.95247836,-79.04197148,9,8,37135011900,"chapel hill"
"8041",2010-11-20,"burglary","parking lot/area",2010,35.91617817,-79.06282877,11,20,37135011300,"chapel hill"
"8042",2011-07-16,"theft(including auto)","bar/nightclub/lounge",2011,35.912406,-79.05887277,7,16,37135011700,"chapel hill"
"8043",2015-05-12,"theft(including auto)","pharmacy",2015,35.92945427,-79.03376903,5,12,37135012100,"chapel hill"
"8044",2013-02-25,"burglary","home of victim - single family",2013,35.93268501,-79.0036068,2,25,37063002018,"chapel hill"
"8045",2015-04-24,"burglary","home of victim - other dwelling",2015,35.91981765,-79.06018801,4,24,37135011300,"chapel hill"
"8046",2010-10-04,"burglary","home of victim - other dwelling",2010,35.90015001,-79.00823904,10,4,37063002012,"chapel hill"
"8047",2010-09-22,"theft(including auto)","parking lot/area",2010,35.932999,-79.0228007,9,22,37135012100,"chapel hill"
"8048",2012-11-24,"theft(including auto)","parking lot/area",2012,35.96084036,-79.05605735,11,24,37135011900,"chapel hill"
"8049",2012-02-22,"burglary","home of victim - single family",2012,35.88505552,-79.06686385,2,22,37135012200,"chapel hill"
"8050",2010-08-23,"theft(including auto)","all other",2010,35.96084036,-79.05605735,8,23,37135011900,"chapel hill"
"8051",2012-05-29,"theft(including auto)","parking lot/area",2012,35.96159729,-79.05213837,5,29,37135011900,"chapel hill"
"8052",2010-03-09,"burglary","highway/road/street  etc.",2010,35.91071179,-79.02375877,3,9,37135012100,"chapel hill"
"8053",2015-10-14,"burglary","home of victim - single family",2015,35.93158063,-79.0162992,10,14,37135012100,"chapel hill"
"8054",2015-09-28,"theft(including auto)","home of victim - single family",2015,35.91006426,-79.05882236,9,28,37135011700,"chapel hill"
"8055",2012-03-11,"theft(including auto)","other residence - single family dwelling",2012,35.95076365,-79.03922258,3,11,37135011900,"chapel hill"
"8056",2012-06-01,"burglary","enclosed parking/deck",2012,35.94218088,-79.01829182,6,1,37135012100,"chapel hill"
"8057",2015-09-20,"burglary","parking lot/area",2015,35.91196513,-79.05565324,9,20,37135011700,"chapel hill"
"8058",2012-09-19,"theft(including auto)","school/college",2012,35.96062746,-79.02856645,9,19,37135011201,"chapel hill"
"8059",2010-05-12,"theft(including auto)","pharmacy",2010,35.91316473,-79.05525024,5,12,37135011600,"chapel hill"
"8060",2010-04-25,"burglary","medical facility",2010,35.93372275,-79.02950201,4,25,37135012100,"chapel hill"
"8061",2010-04-22,"burglary","parking lot/area",2010,35.9259439,-79.03287135,4,22,37135011500,"chapel hill"
"8062",2014-03-30,"theft(including auto)","highway/road/street  etc.",2014,35.91462735,-79.05287687,3,30,37135011400,"chapel hill"
"8063",2011-01-30,"aggravated assault","other residence - other dwelling",2011,35.91087404,-79.05495835,1,30,37135011700,"chapel hill"
"8064",2012-06-13,"burglary","parking lot/area",2012,35.94125645,-79.00273283,6,13,37063002018,"chapel hill"
"8065",2012-09-12,"burglary","highway/road/street  etc.",2012,35.92610379,-79.06959242,9,12,37135011800,"chapel hill"
"8066",2012-07-31,"theft(including auto)","home of victim - other dwelling",2012,35.94798755,-79.06243108,7,31,37135011800,"chapel hill"
"8067",2010-10-25,"theft(including auto)","government/public building",2010,35.93219297,-79.03572266,10,25,37135011900,"chapel hill"
"8068",2016-06-01,"theft(including auto)","other non-residential building",2016,35.9081608,-79.00986756,6,1,37135012100,"chapel hill"
"8069",2010-04-13,"burglary","other residence - single family dwelling",2010,35.932999,-79.0228007,4,13,37135012100,"chapel hill"
"8070",2011-03-03,"burglary","other residence - single family dwelling",2011,35.91599329,-79.06326604,3,3,37135011300,"chapel hill"
"8071",2011-05-05,"theft(including auto)","parking lot/area",2011,35.92558576,-79.0512077,5,5,37135011400,"chapel hill"
"8072",2010-11-17,"burglary","home of victim - single family",2010,35.94567474,-79.03035034,11,17,37135011900,"chapel hill"
"8073",2010-12-24,"theft(including auto)","grocery/supermarket",2010,35.93474596,-79.02809665,12,24,37135012100,"chapel hill"
"8074",2010-01-29,"theft(including auto)","other retail establishment",2010,35.92785452,-79.0297071,1,29,37135012100,"chapel hill"
"8075",2013-11-07,"burglary","other retail establishment",2013,35.88107165,-79.06659031,11,7,37135012200,"chapel hill"
"8076",2013-11-03,"theft(including auto)","bar/nightclub/lounge",2013,35.91414273,-79.05403927,11,3,37135011400,"chapel hill"
"8077",2011-07-26,"theft(including auto)","grocery/supermarket",2011,35.96828728,-79.05864534,7,26,37135011201,"chapel hill"
"8078",2013-12-02,"burglary","other non-residential building",2013,35.91208435,-79.06006619,12,2,37135011700,"chapel hill"
"8079",2014-04-19,"theft(including auto)","other retail establishment",2014,35.91230969,-79.05926887,4,19,37135011700,"chapel hill"
"8080",2013-04-05,"burglary","home of victim - other dwelling",2013,35.92254619,-79.05304438,4,5,37135011400,"chapel hill"
"8081",2013-05-24,"theft(including auto)","restaurant",2013,35.91163741,-79.06334581,5,24,37135011300,"chapel hill"
"8082",2010-12-31,"burglary","other residence - other dwelling",2010,35.9507176,-79.06216213,12,31,37135011800,"chapel hill"
"8083",2010-11-21,"burglary","home of victim - other dwelling",2010,35.91587977,-79.05126619,11,21,37135011400,"chapel hill"
"8084",2010-11-12,"theft(including auto)","home of victim - other dwelling",2010,35.9068989,-79.02280393,11,12,37135012200,"chapel hill"
"8085",2014-02-02,"burglary","home of victim - other dwelling",2014,35.91961116,-79.05445994,2,2,37135011400,"chapel hill"
"8086",2013-11-09,"theft(including auto)","home of victim - other dwelling",2013,35.93372275,-79.02950201,11,9,37135012100,"chapel hill"
"8087",2013-10-31,"theft(including auto)","other non-residential building",2013,35.91233514,-79.06023804,10,31,37135011700,"chapel hill"
"8088",2015-06-05,"theft(including auto)","parking lot/area",2015,35.93706757,-79.05532661,6,5,37135011900,"chapel hill"
"8089",2014-03-08,"burglary","home of victim - other dwelling",2014,35.94536748,-79.02374945,3,8,37135011900,"chapel hill"
"8090",2014-02-19,"burglary","home of victim - single family",2014,35.92852521,-79.05387064,2,19,37135011400,"chapel hill"
"8091",2014-11-19,"theft(including auto)","parking lot/area",2014,35.9378042,-79.05550722,11,19,37135011900,"chapel hill"
"8092",2015-08-07,"theft(including auto)","pharmacy",2015,35.91425874,-79.05482185,8,7,37135011400,"chapel hill"
"8093",2014-05-07,"burglary","other residence - single family dwelling",2014,35.91337249,-79.06234861,5,7,37135011300,"chapel hill"
"8094",2014-05-02,"burglary","home of victim - other dwelling",2014,35.9097837,-79.05957507,5,2,37135011700,"chapel hill"
"8095",2015-09-03,"burglary","parking lot/area",2015,35.89719144,-79.0087204,9,3,37063002012,"chapel hill"
"8096",2015-08-29,"theft(including auto)","parking lot/area",2015,35.90946408,-79.04596817,8,29,37135011600,"chapel hill"
"8097",2015-08-26,"theft(including auto)","pharmacy",2015,35.91425874,-79.05482185,8,26,37135011400,"chapel hill"
"8098",2012-08-11,"burglary","parking lot/area",2012,35.92785452,-79.0297071,8,11,37135012100,"chapel hill"
"8099",2015-10-05,"theft(including auto)","other residence - single family dwelling",2015,35.92524681,-79.03208151,10,5,37135011500,"chapel hill"
"8100",2015-09-26,"theft(including auto)","home of victim - other dwelling",2015,35.91556042,-79.05055319,9,26,37135011400,"chapel hill"
"8101",2014-04-01,"burglary","other retail establishment",2014,35.91137133,-79.06274977,4,1,37135011700,"chapel hill"
"8102",2014-07-21,"theft(including auto)","other retail establishment",2014,35.9115307,-79.0606242,7,21,37135011700,"chapel hill"
"8103",2014-01-26,"theft(including auto)","bar/nightclub/lounge",2014,35.912406,-79.05887277,1,26,37135011700,"chapel hill"
"8104",2011-05-17,"theft(including auto)","all other",2011,35.92558576,-79.0512077,5,17,37135011400,"chapel hill"
"8105",2012-02-22,"burglary","home of victim - single family",2012,35.96352984,-79.04252418,2,22,37135011900,"chapel hill"
"8106",2012-01-25,"theft(including auto)","highway/road/street  etc.",2012,35.91961116,-79.05445994,1,25,37135011400,"chapel hill"
"8107",2010-11-02,"theft(including auto)","home of victim - other dwelling",2010,35.90890873,-79.05793863,11,2,37135011700,"chapel hill"
"8108",2016-03-09,"burglary","parking lot/area",2016,35.91028607,-79.00765348,3,9,37063002018,"chapel hill"
"8109",2011-11-09,"theft(including auto)","medical facility",2011,35.93934936,-79.0160632,11,9,37135012100,"chapel hill"
"8110",2016-01-06,"burglary","home of victim - other dwelling",2016,35.92748258,-79.05455696,1,6,37135011800,"chapel hill"
"8111",2016-03-26,"robbery","service/gas station",2016,35.94773305,-79.05923841,3,26,37135011800,"chapel hill"
"8112",2010-06-04,"theft(including auto)","service/gas station",2010,35.92519742,-79.05274776,6,4,37135011400,"chapel hill"
"8113",2012-02-03,"theft(including auto)","behind building/alley",2012,35.90006609,-79.06811985,2,3,37135011700,"chapel hill"
"8114",2012-01-25,"theft(including auto)","other retail establishment",2012,35.91310762,-79.05542354,1,25,37135011600,"chapel hill"
"8115",2014-07-13,"theft(including auto)","all other",2014,35.93990928,-79.01393678,7,13,37135012100,"chapel hill"
"8116",2016-03-29,"theft(including auto)","parking lot/area",2016,35.92060122,-79.05808657,3,29,37135011300,"chapel hill"
"8117",2011-10-05,"theft(including auto)","home of victim - other dwelling",2011,35.932999,-79.0228007,10,5,37135012100,"chapel hill"
"8118",2011-09-16,"burglary","other retail establishment",2011,35.9102722,-79.06469614,9,16,37135011700,"chapel hill"
"8119",2011-09-01,"theft(including auto)","behind building/alley",2011,35.9368468,-79.02018308,9,1,37135012100,"chapel hill"
"8120",2011-08-19,"burglary","parking lot/area",2011,35.91292051,-79.06044201,8,19,37135011300,"chapel hill"
"8121",2011-08-24,"burglary","home of victim - single family",2011,35.91729271,-79.05040402,8,24,37135011400,"chapel hill"
"8122",2011-03-17,"theft(including auto)","home of victim - other dwelling",2011,35.91556042,-79.05055319,3,17,37135011400,"chapel hill"
"8123",2011-08-08,"burglary","home of victim - single family",2011,35.90819139,-79.06033864,8,8,37135011700,"chapel hill"
"8124",2011-07-31,"burglary","home of victim - single family",2011,35.91545004,-79.06071702,7,31,37135011300,"chapel hill"
"8125",2011-07-23,"theft(including auto)","home of victim - single family",2011,35.92482513,-79.05625829,7,23,37135011300,"chapel hill"
"8126",2012-10-31,"burglary","home of victim - single family",2012,35.91972806,-79.060411,10,31,37135011300,"chapel hill"
"8127",2011-10-31,"burglary","home of victim - single family",2011,35.91754242,-79.04821561,10,31,37135011400,"chapel hill"
"8128",2011-12-11,"theft(including auto)","parking lot/area",2011,35.90345817,-79.06776355,12,11,37135010702,"chapel hill"
"8129",2011-05-01,"burglary","home of victim - single family",2011,35.9057432,-79.06567068,5,1,37135010702,"chapel hill"
"8130",2013-05-27,"theft(including auto)","pharmacy",2013,35.91316473,-79.05525024,5,27,37135011600,"chapel hill"
"8131",2010-08-21,"burglary","home of victim - single family",2010,35.92267383,-79.01082618,8,21,37135012100,"chapel hill"
"8132",2010-08-10,"theft(including auto)","home of victim - single family",2010,35.9157753,-79.06596375,8,10,37135011300,"chapel hill"
"8133",2010-12-02,"burglary","highway/road/street  etc.",2010,35.92327881,-79.05162048,12,2,37135011400,"chapel hill"
"8134",2012-05-02,"burglary","parking lot/area",2012,35.90584564,-79.00668335,5,2,37063002018,"chapel hill"
"8135",2012-09-27,"theft(including auto)","highway/road/street  etc.",2012,35.9119732,-79.05825019,9,27,37135011700,"chapel hill"
"8136",2010-11-21,"burglary","home of victim - single family",2010,35.91384332,-79.05750999,11,21,37135011300,"chapel hill"
"8137",2015-09-02,"burglary","home of victim - single family",2015,35.89703065,-79.04531539,9,2,37135011700,"chapel hill"
"8138",2016-09-26,"burglary","parking lot/area",2016,35.94680179,-79.01528151,9,26,37135011201,"chapel hill"
"8139",2016-07-08,"burglary","highway/road/street  etc.",2016,35.90231248,-79.02749667,7,8,37135012200,"chapel hill"
"8140",2014-01-01,"theft(including auto)","other retail establishment",2014,35.92785452,-79.0297071,1,1,37135012100,"chapel hill"
"8141",2011-02-01,"theft(including auto)","home of victim - other dwelling",2011,35.92628593,-79.03178581,2,1,37135011500,"chapel hill"
"8142",2016-08-24,"theft(including auto)","other retail establishment",2016,35.94782637,-79.0127921,8,24,37135011201,"chapel hill"
"8143",2012-06-08,"theft(including auto)","school/college",2012,35.94084728,-79.07867817,6,8,37135010702,"chapel hill"
"8144",2010-05-06,"theft(including auto)","parking lot/area",2010,35.90707916,-79.05724062,5,6,37135011700,"chapel hill"
"8145",2010-04-28,"theft(including auto)","pharmacy",2010,35.91316473,-79.05525024,4,28,37135011600,"chapel hill"
"8146",2011-12-13,"burglary","parking lot/area",2011,35.92213724,-79.05849961,12,13,37135011300,"chapel hill"
"8147",2013-07-26,"theft(including auto)","home of victim - other dwelling",2013,35.93855234,-79.05593442,7,26,37135011900,"chapel hill"
"8148",2011-11-26,"theft(including auto)","pharmacy",2011,35.91316473,-79.05525024,11,26,37135011600,"chapel hill"
"8149",2013-07-24,"burglary","home of victim - single family",2013,35.93670077,-79.04220214,7,24,37135011900,"chapel hill"
"8150",2010-10-18,"theft(including auto)","other retail establishment",2010,35.94782637,-79.0127921,10,18,37135011201,"chapel hill"
"8151",2011-09-18,"theft(including auto)","other residence - other dwelling",2011,35.94638646,-79.06165141,9,18,37135011800,"chapel hill"
"8152",2010-08-14,"burglary","home of victim - single family",2010,35.91055587,-79.05915411,8,14,37135011700,"chapel hill"
"8153",2011-06-01,"theft(including auto)","home of victim - single family",2011,35.88870663,-79.07088506,6,1,37135012200,"chapel hill"
"8154",2016-04-27,"theft(including auto)","open land areas",2016,35.91071885,-79.05601408,4,27,37135011700,"chapel hill"
"8155",2016-08-24,"theft(including auto)","home of victim - other dwelling",2016,35.94073822,-79.05652759,8,24,37135011900,"chapel hill"
"8156",2010-01-31,"theft(including auto)","service/gas station",2010,35.90953257,-79.06469912,1,31,37135011700,"chapel hill"
"8157",2016-08-08,"burglary","home of victim - single family",2016,35.95076414,-79.02113155,8,8,37135011900,"chapel hill"
"8158",2012-01-18,"theft(including auto)","convenience store",2012,35.96665966,-79.05878526,1,18,37135011201,"chapel hill"
"8159",2012-09-13,"burglary","parking lot/area",2012,35.93294219,-79.02581488,9,13,37135012100,"chapel hill"
"8160",2016-10-20,"burglary","home of victim - other dwelling",2016,35.9507176,-79.06216213,10,20,37135011800,"chapel hill"
"8161",2010-01-04,"burglary","parking lot/area",2010,35.94118802,-79.00735178,1,4,37135012100,"chapel hill"
"8162",2014-08-01,"burglary","home of victim - other dwelling",2014,35.9507176,-79.06216213,8,1,37135011800,"chapel hill"
"8163",2014-02-19,"robbery","highway/road/street  etc.",2014,35.94714713,-79.05394725,2,19,37135011900,"chapel hill"
"8164",2010-10-20,"burglary","home of victim - single family",2010,35.91871292,-79.0174381,10,20,37135012100,"chapel hill"
"8165",2016-09-13,"burglary","parking lot/area",2016,35.90990435,-79.06008569,9,13,37135011700,"chapel hill"
"8166",2014-08-21,"theft(including auto)","other residence - other dwelling",2014,35.9410948,-79.02277715,8,21,37135011900,"chapel hill"
"8167",2016-03-21,"theft(including auto)","other retail establishment",2016,35.94782637,-79.0127921,3,21,37135011201,"chapel hill"
"8168",2016-06-29,"theft(including auto)","home of victim - other dwelling",2016,35.92015308,-79.05834564,6,29,37135011300,"chapel hill"
